financial_year,sending_location,stay_type,age_group,sex,rate,nclient
2017/18,South Ayrshire,Long Stay,All Ages,Female,688.4,740
2017/18,South Ayrshire,Long Stay,All Ages,Male,311.6,335
2017/18,South Ayrshire,Long Stay,All Ages,Not Known / Unspecified,0,0
2017/18,South Ayrshire,Long Stay,0-17 years,Female,0,0
2017/18,South Ayrshire,Long Stay,0-17 years,Male,0,0
2017/18,South Ayrshire,Long Stay,0-17 years,Not Known / Unspecified,0,0
2017/18,South Ayrshire,Long Stay,18-64 years,Female,32.6,35
2017/18,South Ayrshire,Long Stay,18-64 years,Male,23.3,25
2017/18,South Ayrshire,Long Stay,18-64 years,Not Known / Unspecified,0,0
2017/18,South Ayrshire,Long Stay,65-74 years,Female,51.2,55
2017/18,South Ayrshire,Long Stay,65-74 years,Male,46.5,50
2017/18,South Ayrshire,Long Stay,65-74 years,Not Known / Unspecified,0,0
2017/18,South Ayrshire,Long Stay,75-84 years,Female,214,230
2017/18,South Ayrshire,Long Stay,75-84 years,Male,125.6,135
2017/18,South Ayrshire,Long Stay,75-84 years,Not Known / Unspecified,0,0
2017/18,South Ayrshire,Long Stay,85+ years,Female,390.7,420
2017/18,South Ayrshire,Long Stay,85+ years,Male,116.3,125
2017/18,South Ayrshire,Long Stay,85+ years,Not Known / Unspecified,0,0
2017/18,South Ayrshire,Long Stay,Unknown,Female,0,0
2017/18,South Ayrshire,Long Stay,Unknown,Male,0,0
2017/18,South Ayrshire,Long Stay,Unknown,Not Known / Unspecified,0,0
2018/19,South Ayrshire,All Stays,All Ages,Female,644,995
2018/19,South Ayrshire,All Stays,All Ages,Male,352.8,545
2018/19,South Ayrshire,All Stays,All Ages,Not Known / Unspecified,0,0
2018/19,South Ayrshire,All Stays,0-17 years,Female,0,0
2018/19,South Ayrshire,All Stays,0-17 years,Male,0,0
2018/19,South Ayrshire,All Stays,0-17 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,All Stays,18-64 years,Female,38.8,60
2018/19,South Ayrshire,All Stays,18-64 years,Male,48.5,75
2018/19,South Ayrshire,All Stays,18-64 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,All Stays,65-74 years,Female,45.3,70
2018/19,South Ayrshire,All Stays,65-74 years,Male,51.8,80
2018/19,South Ayrshire,All Stays,65-74 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,All Stays,75-84 years,Female,181.2,280
2018/19,South Ayrshire,All Stays,75-84 years,Male,126.2,195
2018/19,South Ayrshire,All Stays,75-84 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,All Stays,85+ years,Female,381.9,590
2018/19,South Ayrshire,All Stays,85+ years,Male,126.2,195
2018/19,South Ayrshire,All Stays,85+ years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,All Stays,Unknown,Female,0,0
2018/19,South Ayrshire,All Stays,Unknown,Male,0,0
2018/19,South Ayrshire,All Stays,Unknown,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Short Stay / Respite,All Ages,Female,507.7,165
2018/19,South Ayrshire,Short Stay / Respite,All Ages,Male,492.3,160
2018/19,South Ayrshire,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Short Stay / Respite,0-17 years,Female,0,0
2018/19,South Ayrshire,Short Stay / Respite,0-17 years,Male,0,0
2018/19,South Ayrshire,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Short Stay / Respite,18-64 years,Female,76.9,25
2018/19,South Ayrshire,Short Stay / Respite,18-64 years,Male,138.5,45
2018/19,South Ayrshire,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Short Stay / Respite,65-74 years,Female,46.2,15
2018/19,South Ayrshire,Short Stay / Respite,65-74 years,Male,76.9,25
2018/19,South Ayrshire,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Short Stay / Respite,75-84 years,Female,138.5,45
2018/19,South Ayrshire,Short Stay / Respite,75-84 years,Male,153.8,50
2018/19,South Ayrshire,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Short Stay / Respite,85+ years,Female,246.2,80
2018/19,South Ayrshire,Short Stay / Respite,85+ years,Male,123.1,40
2018/19,South Ayrshire,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Short Stay / Respite,Unknown,Female,0,0
2018/19,South Ayrshire,Short Stay / Respite,Unknown,Male,0,0
2018/19,South Ayrshire,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Long Stay,All Ages,Female,674.3,880
2018/19,South Ayrshire,Long Stay,All Ages,Male,325.7,425
2018/19,South Ayrshire,Long Stay,All Ages,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Long Stay,0-17 years,Female,0,0
2018/19,South Ayrshire,Long Stay,0-17 years,Male,0,0
2018/19,South Ayrshire,Long Stay,0-17 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Long Stay,18-64 years,Female,30.7,40
2018/19,South Ayrshire,Long Stay,18-64 years,Male,30.7,40
2018/19,South Ayrshire,Long Stay,18-64 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Long Stay,65-74 years,Female,46,60
2018/19,South Ayrshire,Long Stay,65-74 years,Male,49.8,65
2018/19,South Ayrshire,Long Stay,65-74 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Long Stay,75-84 years,Female,187.7,245
2018/19,South Ayrshire,Long Stay,75-84 years,Male,118.8,155
2018/19,South Ayrshire,Long Stay,75-84 years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Long Stay,85+ years,Female,410,535
2018/19,South Ayrshire,Long Stay,85+ years,Male,126.4,165
2018/19,South Ayrshire,Long Stay,85+ years,Not Known / Unspecified,0,0
2018/19,South Ayrshire,Long Stay,Unknown,Female,0,0
2018/19,South Ayrshire,Long Stay,Unknown,Male,0,0
2018/19,South Ayrshire,Long Stay,Unknown,Not Known / Unspecified,0,0
2019/20,South Ayrshire,All Stays,All Ages,Female,645.9,830
2019/20,South Ayrshire,All Stays,All Ages,Male,350.2,450
2019/20,South Ayrshire,All Stays,All Ages,Not Known / Unspecified,0,0
2019/20,South Ayrshire,All Stays,0-17 years,Female,0,0
2019/20,South Ayrshire,All Stays,0-17 years,Male,0,0
2019/20,South Ayrshire,All Stays,0-17 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,All Stays,18-64 years,Female,46.7,60
2019/20,South Ayrshire,All Stays,18-64 years,Male,58.4,75
2019/20,South Ayrshire,All Stays,18-64 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,All Stays,65-74 years,Female,50.6,65
2019/20,South Ayrshire,All Stays,65-74 years,Male,46.7,60
2019/20,South Ayrshire,All Stays,65-74 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,All Stays,75-84 years,Female,163.4,210
2019/20,South Ayrshire,All Stays,75-84 years,Male,112.8,145
2019/20,South Ayrshire,All Stays,75-84 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,All Stays,85+ years,Female,389.1,500
2019/20,South Ayrshire,All Stays,85+ years,Male,132.3,170
2019/20,South Ayrshire,All Stays,85+ years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,All Stays,Unknown,Female,0,0
2019/20,South Ayrshire,All Stays,Unknown,Male,0,0
2019/20,South Ayrshire,All Stays,Unknown,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Short Stay / Respite,All Ages,Female,469.7,155
2019/20,South Ayrshire,Short Stay / Respite,All Ages,Male,515.2,170
2019/20,South Ayrshire,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Short Stay / Respite,0-17 years,Female,0,0
2019/20,South Ayrshire,Short Stay / Respite,0-17 years,Male,0,0
2019/20,South Ayrshire,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Short Stay / Respite,18-64 years,Female,90.9,30
2019/20,South Ayrshire,Short Stay / Respite,18-64 years,Male,136.4,45
2019/20,South Ayrshire,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Short Stay / Respite,65-74 years,Female,45.5,15
2019/20,South Ayrshire,Short Stay / Respite,65-74 years,Male,60.6,20
2019/20,South Ayrshire,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Short Stay / Respite,75-84 years,Female,121.2,40
2019/20,South Ayrshire,Short Stay / Respite,75-84 years,Male,181.8,60
2019/20,South Ayrshire,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Short Stay / Respite,85+ years,Female,212.1,70
2019/20,South Ayrshire,Short Stay / Respite,85+ years,Male,151.5,50
2019/20,South Ayrshire,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Short Stay / Respite,Unknown,Female,0,0
2019/20,South Ayrshire,Short Stay / Respite,Unknown,Male,0,0
2019/20,South Ayrshire,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Long Stay,All Ages,Female,694.2,715
2019/20,South Ayrshire,Long Stay,All Ages,Male,305.8,315
2019/20,South Ayrshire,Long Stay,All Ages,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Long Stay,0-17 years,Female,0,0
2019/20,South Ayrshire,Long Stay,0-17 years,Male,0,0
2019/20,South Ayrshire,Long Stay,0-17 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Long Stay,18-64 years,Female,34,35
2019/20,South Ayrshire,Long Stay,18-64 years,Male,34,35
2019/20,South Ayrshire,Long Stay,18-64 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Long Stay,65-74 years,Female,48.5,50
2019/20,South Ayrshire,Long Stay,65-74 years,Male,43.7,45
2019/20,South Ayrshire,Long Stay,65-74 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Long Stay,75-84 years,Female,174.8,180
2019/20,South Ayrshire,Long Stay,75-84 years,Male,97.1,100
2019/20,South Ayrshire,Long Stay,75-84 years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Long Stay,85+ years,Female,436.9,450
2019/20,South Ayrshire,Long Stay,85+ years,Male,131.1,135
2019/20,South Ayrshire,Long Stay,85+ years,Not Known / Unspecified,0,0
2019/20,South Ayrshire,Long Stay,Unknown,Female,0,0
2019/20,South Ayrshire,Long Stay,Unknown,Male,0,0
2019/20,South Ayrshire,Long Stay,Unknown,Not Known / Unspecified,0,0
2020/21,South Ayrshire,All Stays,All Ages,Female,685.3,675
2020/21,South Ayrshire,All Stays,All Ages,Male,314.7,310
2020/21,South Ayrshire,All Stays,All Ages,Not Known / Unspecified,0,0
2020/21,South Ayrshire,All Stays,0-17 years,Female,0,0
2020/21,South Ayrshire,All Stays,0-17 years,Male,0,0
2020/21,South Ayrshire,All Stays,0-17 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,All Stays,18-64 years,Female,35.5,35
2020/21,South Ayrshire,All Stays,18-64 years,Male,35.5,35
2020/21,South Ayrshire,All Stays,18-64 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,All Stays,65-74 years,Female,50.8,50
2020/21,South Ayrshire,All Stays,65-74 years,Male,40.6,40
2020/21,South Ayrshire,All Stays,65-74 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,All Stays,75-84 years,Female,162.4,160
2020/21,South Ayrshire,All Stays,75-84 years,Male,106.6,105
2020/21,South Ayrshire,All Stays,75-84 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,All Stays,85+ years,Female,436.5,430
2020/21,South Ayrshire,All Stays,85+ years,Male,132,130
2020/21,South Ayrshire,All Stays,85+ years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,All Stays,Unknown,Female,0,0
2020/21,South Ayrshire,All Stays,Unknown,Male,0,0
2020/21,South Ayrshire,All Stays,Unknown,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Short Stay / Respite,All Ages,Female,583.3,70
2020/21,South Ayrshire,Short Stay / Respite,All Ages,Male,416.7,50
2020/21,South Ayrshire,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Short Stay / Respite,0-17 years,Female,0,0
2020/21,South Ayrshire,Short Stay / Respite,0-17 years,Male,0,0
2020/21,South Ayrshire,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Short Stay / Respite,18-64 years,Female,41.7,5
2020/21,South Ayrshire,Short Stay / Respite,18-64 years,Male,83.3,10
2020/21,South Ayrshire,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Short Stay / Respite,65-74 years,Female,41.7,5
2020/21,South Ayrshire,Short Stay / Respite,65-74 years,Male,41.7,5
2020/21,South Ayrshire,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Short Stay / Respite,75-84 years,Female,166.7,20
2020/21,South Ayrshire,Short Stay / Respite,75-84 years,Male,166.7,20
2020/21,South Ayrshire,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Short Stay / Respite,85+ years,Female,333.3,40
2020/21,South Ayrshire,Short Stay / Respite,85+ years,Male,125,15
2020/21,South Ayrshire,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Short Stay / Respite,Unknown,Female,0,0
2020/21,South Ayrshire,Short Stay / Respite,Unknown,Male,0,0
2020/21,South Ayrshire,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Long Stay,All Ages,Female,688.5,630
2020/21,South Ayrshire,Long Stay,All Ages,Male,311.5,285
2020/21,South Ayrshire,Long Stay,All Ages,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Long Stay,0-17 years,Female,0,0
2020/21,South Ayrshire,Long Stay,0-17 years,Male,0,0
2020/21,South Ayrshire,Long Stay,0-17 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Long Stay,18-64 years,Female,38.3,35
2020/21,South Ayrshire,Long Stay,18-64 years,Male,32.8,30
2020/21,South Ayrshire,Long Stay,18-64 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Long Stay,65-74 years,Female,49.2,45
2020/21,South Ayrshire,Long Stay,65-74 years,Male,38.3,35
2020/21,South Ayrshire,Long Stay,65-74 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Long Stay,75-84 years,Female,158.5,145
2020/21,South Ayrshire,Long Stay,75-84 years,Male,109.3,100
2020/21,South Ayrshire,Long Stay,75-84 years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Long Stay,85+ years,Female,442.6,405
2020/21,South Ayrshire,Long Stay,85+ years,Male,131.1,120
2020/21,South Ayrshire,Long Stay,85+ years,Not Known / Unspecified,0,0
2020/21,South Ayrshire,Long Stay,Unknown,Female,0,0
2020/21,South Ayrshire,Long Stay,Unknown,Male,0,0
2020/21,South Ayrshire,Long Stay,Unknown,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,All Stays,All Ages,Female,682.7,1420
2017/18,South Lanarkshire,All Stays,All Ages,Male,317.3,660
2017/18,South Lanarkshire,All Stays,All Ages,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,All Stays,0-17 years,Female,0,0
2017/18,South Lanarkshire,All Stays,0-17 years,Male,0,0
2017/18,South Lanarkshire,All Stays,0-17 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,All Stays,18-64 years,Female,45.7,95
2017/18,South Lanarkshire,All Stays,18-64 years,Male,62.5,130
2017/18,South Lanarkshire,All Stays,18-64 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,All Stays,65-74 years,Female,55.3,115
2017/18,South Lanarkshire,All Stays,65-74 years,Male,60.1,125
2017/18,South Lanarkshire,All Stays,65-74 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,All Stays,75-84 years,Female,209.1,435
2017/18,South Lanarkshire,All Stays,75-84 years,Male,98.6,205
2017/18,South Lanarkshire,All Stays,75-84 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,All Stays,85+ years,Female,372.6,775
2017/18,South Lanarkshire,All Stays,85+ years,Male,96.2,200
2017/18,South Lanarkshire,All Stays,85+ years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,All Stays,Unknown,Female,0,0
2017/18,South Lanarkshire,All Stays,Unknown,Male,0,0
2017/18,South Lanarkshire,All Stays,Unknown,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Short Stay / Respite,All Ages,Female,636.4,35
2017/18,South Lanarkshire,Short Stay / Respite,All Ages,Male,363.6,20
2017/18,South Lanarkshire,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Short Stay / Respite,0-17 years,Female,0,0
2017/18,South Lanarkshire,Short Stay / Respite,0-17 years,Male,0,0
2017/18,South Lanarkshire,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Short Stay / Respite,18-64 years,Female,0,0
2017/18,South Lanarkshire,Short Stay / Respite,18-64 years,Male,0,0
2017/18,South Lanarkshire,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Short Stay / Respite,65-74 years,Female,0,0
2017/18,South Lanarkshire,Short Stay / Respite,65-74 years,Male,90.9,5
2017/18,South Lanarkshire,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Short Stay / Respite,75-84 years,Female,181.8,10
2017/18,South Lanarkshire,Short Stay / Respite,75-84 years,Male,181.8,10
2017/18,South Lanarkshire,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Short Stay / Respite,85+ years,Female,454.5,25
2017/18,South Lanarkshire,Short Stay / Respite,85+ years,Male,90.9,5
2017/18,South Lanarkshire,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Short Stay / Respite,Unknown,Female,0,0
2017/18,South Lanarkshire,Short Stay / Respite,Unknown,Male,0,0
2017/18,South Lanarkshire,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Long Stay,All Ages,Female,683.8,1395
2017/18,South Lanarkshire,Long Stay,All Ages,Male,318.6,650
2017/18,South Lanarkshire,Long Stay,All Ages,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Long Stay,0-17 years,Female,0,0
2017/18,South Lanarkshire,Long Stay,0-17 years,Male,0,0
2017/18,South Lanarkshire,Long Stay,0-17 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Long Stay,18-64 years,Female,46.6,95
2017/18,South Lanarkshire,Long Stay,18-64 years,Male,63.7,130
2017/18,South Lanarkshire,Long Stay,18-64 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Long Stay,65-74 years,Female,56.4,115
2017/18,South Lanarkshire,Long Stay,65-74 years,Male,58.8,120
2017/18,South Lanarkshire,Long Stay,65-74 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Long Stay,75-84 years,Female,208.3,425
2017/18,South Lanarkshire,Long Stay,75-84 years,Male,98,200
2017/18,South Lanarkshire,Long Stay,75-84 years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Long Stay,85+ years,Female,372.5,760
2017/18,South Lanarkshire,Long Stay,85+ years,Male,95.6,195
2017/18,South Lanarkshire,Long Stay,85+ years,Not Known / Unspecified,0,0
2017/18,South Lanarkshire,Long Stay,Unknown,Female,0,0
2017/18,South Lanarkshire,Long Stay,Unknown,Male,0,0
2017/18,South Lanarkshire,Long Stay,Unknown,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,All Stays,All Ages,Female,669.8,1805
2018/19,South Lanarkshire,All Stays,All Ages,Male,330.2,890
2018/19,South Lanarkshire,All Stays,All Ages,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,All Stays,0-17 years,Female,0,0
2018/19,South Lanarkshire,All Stays,0-17 years,Male,0,0
2018/19,South Lanarkshire,All Stays,0-17 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,All Stays,18-64 years,Female,39,105
2018/19,South Lanarkshire,All Stays,18-64 years,Male,55.7,150
2018/19,South Lanarkshire,All Stays,18-64 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,All Stays,65-74 years,Female,53.8,145
2018/19,South Lanarkshire,All Stays,65-74 years,Male,55.7,150
2018/19,South Lanarkshire,All Stays,65-74 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,All Stays,75-84 years,Female,196.7,530
2018/19,South Lanarkshire,All Stays,75-84 years,Male,102,275
2018/19,South Lanarkshire,All Stays,75-84 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,All Stays,85+ years,Female,380.3,1025
2018/19,South Lanarkshire,All Stays,85+ years,Male,116.9,315
2018/19,South Lanarkshire,All Stays,85+ years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,All Stays,Unknown,Female,0,0
2018/19,South Lanarkshire,All Stays,Unknown,Male,0,0
2018/19,South Lanarkshire,All Stays,Unknown,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Short Stay / Respite,All Ages,Female,571.4,60
2018/19,South Lanarkshire,Short Stay / Respite,All Ages,Male,428.6,45
2018/19,South Lanarkshire,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Short Stay / Respite,0-17 years,Female,0,0
2018/19,South Lanarkshire,Short Stay / Respite,0-17 years,Male,0,0
2018/19,South Lanarkshire,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Short Stay / Respite,18-64 years,Female,0,0
2018/19,South Lanarkshire,Short Stay / Respite,18-64 years,Male,47.6,5
2018/19,South Lanarkshire,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Short Stay / Respite,65-74 years,Female,95.2,10
2018/19,South Lanarkshire,Short Stay / Respite,65-74 years,Male,47.6,5
2018/19,South Lanarkshire,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Short Stay / Respite,75-84 years,Female,142.9,15
2018/19,South Lanarkshire,Short Stay / Respite,75-84 years,Male,95.2,10
2018/19,South Lanarkshire,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Short Stay / Respite,85+ years,Female,333.3,35
2018/19,South Lanarkshire,Short Stay / Respite,85+ years,Male,238.1,25
2018/19,South Lanarkshire,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Short Stay / Respite,Unknown,Female,0,0
2018/19,South Lanarkshire,Short Stay / Respite,Unknown,Male,0,0
2018/19,South Lanarkshire,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Long Stay,All Ages,Female,673,1770
2018/19,South Lanarkshire,Long Stay,All Ages,Male,327,860
2018/19,South Lanarkshire,Long Stay,All Ages,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Long Stay,0-17 years,Female,0,0
2018/19,South Lanarkshire,Long Stay,0-17 years,Male,0,0
2018/19,South Lanarkshire,Long Stay,0-17 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Long Stay,18-64 years,Female,39.9,105
2018/19,South Lanarkshire,Long Stay,18-64 years,Male,55.1,145
2018/19,South Lanarkshire,Long Stay,18-64 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Long Stay,65-74 years,Female,53.2,140
2018/19,South Lanarkshire,Long Stay,65-74 years,Male,55.1,145
2018/19,South Lanarkshire,Long Stay,65-74 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Long Stay,75-84 years,Female,199.6,525
2018/19,South Lanarkshire,Long Stay,75-84 years,Male,102.7,270
2018/19,South Lanarkshire,Long Stay,75-84 years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Long Stay,85+ years,Female,380.2,1000
2018/19,South Lanarkshire,Long Stay,85+ years,Male,114.1,300
2018/19,South Lanarkshire,Long Stay,85+ years,Not Known / Unspecified,0,0
2018/19,South Lanarkshire,Long Stay,Unknown,Female,0,0
2018/19,South Lanarkshire,Long Stay,Unknown,Male,0,0
2018/19,South Lanarkshire,Long Stay,Unknown,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,All Stays,All Ages,Female,671.4,1880
2019/20,South Lanarkshire,All Stays,All Ages,Male,328.6,920
2019/20,South Lanarkshire,All Stays,All Ages,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,All Stays,0-17 years,Female,0,0
2019/20,South Lanarkshire,All Stays,0-17 years,Male,0,0
2019/20,South Lanarkshire,All Stays,0-17 years,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,All Stays,18-64 years,Female,35.7,100
2019/20,South Lanarkshire,All Stays,18-64 years,Male,53.6,150
2019/20,South Lanarkshire,All Stays,18-64 years,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,All Stays,65-74 years,Female,50,140
2019/20,South Lanarkshire,All Stays,65-74 years,Male,53.6,150
2019/20,South Lanarkshire,All Stays,65-74 years,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,All Stays,75-84 years,Female,201.8,565
2019/20,South Lanarkshire,All Stays,75-84 years,Male,101.8,285
2019/20,South Lanarkshire,All Stays,75-84 years,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,All Stays,85+ years,Female,383.9,1075
2019/20,South Lanarkshire,All Stays,85+ years,Male,119.6,335
2019/20,South Lanarkshire,All Stays,85+ years,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,All Stays,Unknown,Female,0,0
2019/20,South Lanarkshire,All Stays,Unknown,Male,0,0
2019/20,South Lanarkshire,All Stays,Unknown,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,Short Stay / Respite,All Ages,Female,576.9,75
2019/20,South Lanarkshire,Short Stay / Respite,All Ages,Male,423.1,55
2019/20,South Lanarkshire,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,Short Stay / Respite,0-17 years,Female,0,0
2019/20,South Lanarkshire,Short Stay / Respite,0-17 years,Male,0,0
2019/20,South Lanarkshire,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,Short Stay / Respite,18-64 years,Female,38.5,5
2019/20,South Lanarkshire,Short Stay / Respite,18-64 years,Male,0,0
2019/20,South Lanarkshire,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,Short Stay / Respite,65-74 years,Female,76.9,10
2019/20,South Lanarkshire,Short Stay / Respite,65-74 years,Male,76.9,10
2019/20,South Lanarkshire,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,Short Stay / Respite,75-84 years,Female,230.8,30
2019/20,South Lanarkshire,Short Stay / Respite,75-84 years,Male,153.8,20
2019/20,South Lanarkshire,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,Short Stay / Respite,85+ years,Female,269.2,35
2019/20,South Lanarkshire,Short Stay / Respite,85+ years,Male,153.8,20
2019/20,South Lanarkshire,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,Short Stay / Respite,Unknown,Female,0,0
2019/20,South Lanarkshire,Short Stay / Respite,Unknown,Male,0,0
2019/20,South Lanarkshire,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,Long Stay,All Ages,Female,672.9,1810
2019/20,South Lanarkshire,Long Stay,All Ages,Male,325.3,875
2019/20,South Lanarkshire,Long Stay,All Ages,Not Known / Unspecified,0,0
2019/20,South Lanarkshire,Long Stay,0-17 years,Female,0,0
