financial_year,sending_location,iorn_group,hours_order,level_of_service,nclient,propn_iorn
2020/21,North Lanarkshire,F,3,4 - <10 hours,80,44.4
2020/21,North Lanarkshire,G,3,4 - <10 hours,10,50
2020/21,North Lanarkshire,H,3,4 - <10 hours,25,45.5
2020/21,North Lanarkshire,I (Least Independent),3,4 - <10 hours,110,40
2020/21,North Lanarkshire,A (Most Independent),4,10+ hours,5,5.9
2020/21,North Lanarkshire,B,4,10+ hours,15,6.1
2020/21,North Lanarkshire,C,4,10+ hours,15,7.7
2020/21,North Lanarkshire,D,4,10+ hours,20,9.1
2020/21,North Lanarkshire,E,4,10+ hours,0,0
2020/21,North Lanarkshire,F,4,10+ hours,20,11.1
2020/21,North Lanarkshire,G,4,10+ hours,0,0
2020/21,North Lanarkshire,H,4,10+ hours,5,9.1
2020/21,North Lanarkshire,I (Least Independent),4,10+ hours,25,9.1
2020/21,Perth and Kinross,A (Most Independent),1,0 - <2 hours,40,25.8
2020/21,Perth and Kinross,B,1,0 - <2 hours,180,31.3
2020/21,Perth and Kinross,C,1,0 - <2 hours,65,23.6
2020/21,Perth and Kinross,D,1,0 - <2 hours,65,15.5
2020/21,Perth and Kinross,E,1,0 - <2 hours,20,15.4
2020/21,Perth and Kinross,F,1,0 - <2 hours,15,6.8
2020/21,Perth and Kinross,G,1,0 - <2 hours,10,12.5
2020/21,Perth and Kinross,H,1,0 - <2 hours,5,4
2020/21,Perth and Kinross,I (Least Independent),1,0 - <2 hours,15,8.3
2020/21,Perth and Kinross,A (Most Independent),2,2 - <4 hours,35,22.6
2020/21,Perth and Kinross,B,2,2 - <4 hours,170,29.6
2020/21,Perth and Kinross,C,2,2 - <4 hours,80,29.1
2020/21,Perth and Kinross,D,2,2 - <4 hours,100,23.8
2020/21,Perth and Kinross,E,2,2 - <4 hours,30,23.1
2020/21,Perth and Kinross,F,2,2 - <4 hours,45,20.5
2020/21,Perth and Kinross,G,2,2 - <4 hours,15,18.8
2020/21,Perth and Kinross,H,2,2 - <4 hours,25,20
2020/21,Perth and Kinross,I (Least Independent),2,2 - <4 hours,20,11.1
2020/21,Perth and Kinross,A (Most Independent),3,4 - <10 hours,55,35.5
2020/21,Perth and Kinross,B,3,4 - <10 hours,190,33
2020/21,Perth and Kinross,C,3,4 - <10 hours,105,38.2
2020/21,Perth and Kinross,D,3,4 - <10 hours,200,47.6
2020/21,Perth and Kinross,E,3,4 - <10 hours,60,46.2
2020/21,Perth and Kinross,F,3,4 - <10 hours,115,52.3
2020/21,Perth and Kinross,G,3,4 - <10 hours,35,43.8
2020/21,Perth and Kinross,H,3,4 - <10 hours,60,48
2020/21,Perth and Kinross,I (Least Independent),3,4 - <10 hours,80,44.4
2020/21,Perth and Kinross,A (Most Independent),4,10+ hours,25,16.1
2020/21,Perth and Kinross,B,4,10+ hours,35,6.1
2020/21,Perth and Kinross,C,4,10+ hours,25,9.1
2020/21,Perth and Kinross,D,4,10+ hours,55,13.1
2020/21,Perth and Kinross,E,4,10+ hours,20,15.4
2020/21,Perth and Kinross,F,4,10+ hours,45,20.5
2020/21,Perth and Kinross,G,4,10+ hours,20,25
2020/21,Perth and Kinross,H,4,10+ hours,35,28
2020/21,Perth and Kinross,I (Least Independent),4,10+ hours,65,36.1
2020/21,Renfrewshire,A (Most Independent),1,0 - <2 hours,10,33.3
2020/21,Renfrewshire,B,1,0 - <2 hours,15,17.6
2020/21,Renfrewshire,C,1,0 - <2 hours,5,14.3
2020/21,Renfrewshire,D,1,0 - <2 hours,5,14.3
2020/21,Renfrewshire,E,1,0 - <2 hours,5,14.3
2020/21,Renfrewshire,F,1,0 - <2 hours,5,10
2020/21,Renfrewshire,G,1,0 - <2 hours,5,33.3
2020/21,Renfrewshire,H,1,0 - <2 hours,10,20
2020/21,Renfrewshire,I (Least Independent),1,0 - <2 hours,10,6.7
2020/21,Renfrewshire,A (Most Independent),2,2 - <4 hours,5,16.7
2020/21,Renfrewshire,B,2,2 - <4 hours,35,41.2
2020/21,Renfrewshire,C,2,2 - <4 hours,10,28.6
2020/21,Renfrewshire,D,2,2 - <4 hours,15,42.9
2020/21,Renfrewshire,E,2,2 - <4 hours,15,42.9
2020/21,Renfrewshire,F,2,2 - <4 hours,10,20
2020/21,Renfrewshire,G,2,2 - <4 hours,5,33.3
2020/21,Renfrewshire,H,2,2 - <4 hours,15,30
2020/21,Renfrewshire,I (Least Independent),2,2 - <4 hours,35,23.3
2020/21,Renfrewshire,A (Most Independent),3,4 - <10 hours,10,33.3
2020/21,Renfrewshire,B,3,4 - <10 hours,30,35.3
2020/21,Renfrewshire,C,3,4 - <10 hours,20,57.1
2020/21,Renfrewshire,D,3,4 - <10 hours,15,42.9
2020/21,Renfrewshire,E,3,4 - <10 hours,15,42.9
2020/21,Renfrewshire,F,3,4 - <10 hours,25,50
2020/21,Renfrewshire,G,3,4 - <10 hours,5,33.3
2020/21,Renfrewshire,H,3,4 - <10 hours,20,40
2020/21,Renfrewshire,I (Least Independent),3,4 - <10 hours,60,40
2020/21,Renfrewshire,A (Most Independent),4,10+ hours,5,16.7
2020/21,Renfrewshire,B,4,10+ hours,5,5.9
2020/21,Renfrewshire,C,4,10+ hours,0,0
2020/21,Renfrewshire,D,4,10+ hours,0,0
2020/21,Renfrewshire,E,4,10+ hours,0,0
2020/21,Renfrewshire,F,4,10+ hours,10,20
2020/21,Renfrewshire,G,4,10+ hours,0,0
2020/21,Renfrewshire,H,4,10+ hours,5,10
2020/21,Renfrewshire,I (Least Independent),4,10+ hours,45,30
