financial_year,sending_location,age_group,option_type,nclient,rate
2019/20,Shetland Islands,0-17 years,Option 4,0,0
2019/20,Shetland Islands,18-64 years,Option 4,15,1.1075832533412093
2019/20,Shetland Islands,65-74 years,Option 4,5,1.8982536066818527
2019/20,Shetland Islands,75-84 years,Option 4,5,3.2175032175032174
2019/20,Shetland Islands,85+ years,Option 4,5,10.040160642570282
2019/20,Shetland Islands,Unknown,Option 4,0,0
2020/21,Shetland Islands,All Ages,Any SDS,115,5.028421512898994
2020/21,Shetland Islands,0-17 years,Any SDS,30,6.418485237483954
2020/21,Shetland Islands,18-64 years,Any SDS,50,3.73440884308014
2020/21,Shetland Islands,65-74 years,Any SDS,5,1.8635855385762206
2020/21,Shetland Islands,75-84 years,Any SDS,15,9.439899307740719
2020/21,Shetland Islands,85+ years,Any SDS,15,28.037383177570092
2020/21,Shetland Islands,Unknown,Any SDS,0,0
2020/21,Shetland Islands,All Ages,Option 1,110,4.809794490599038
2020/21,Shetland Islands,0-17 years,Option 1,30,6.418485237483954
2020/21,Shetland Islands,18-64 years,Option 1,45,3.360967958772126
2020/21,Shetland Islands,65-74 years,Option 1,5,1.8635855385762206
2020/21,Shetland Islands,75-84 years,Option 1,10,6.293266205160479
2020/21,Shetland Islands,85+ years,Option 1,15,28.037383177570092
2020/21,Shetland Islands,Unknown,Option 1,0,0
2020/21,Shetland Islands,All Ages,Option 2,5,0.2186270222999563
2020/21,Shetland Islands,0-17 years,Option 2,0,0
2020/21,Shetland Islands,18-64 years,Option 2,0,0
2020/21,Shetland Islands,65-74 years,Option 2,0,0
2020/21,Shetland Islands,75-84 years,Option 2,0,0
2020/21,Shetland Islands,85+ years,Option 2,0,0
2020/21,Shetland Islands,Unknown,Option 2,0,0
2020/21,Shetland Islands,All Ages,Option 3,35,1.530389156099694
2020/21,Shetland Islands,0-17 years,Option 3,0,0
2020/21,Shetland Islands,18-64 years,Option 3,15,1.120322652924042
2020/21,Shetland Islands,65-74 years,Option 3,5,1.8635855385762206
2020/21,Shetland Islands,75-84 years,Option 3,5,3.1466331025802394
2020/21,Shetland Islands,85+ years,Option 3,5,9.345794392523365
2020/21,Shetland Islands,Unknown,Option 3,0,0
2020/21,Shetland Islands,All Ages,Option 4,35,1.530389156099694
2020/21,Shetland Islands,0-17 years,Option 4,0,0
2020/21,Shetland Islands,18-64 years,Option 4,15,1.120322652924042
2020/21,Shetland Islands,65-74 years,Option 4,5,1.8635855385762206
2020/21,Shetland Islands,75-84 years,Option 4,5,3.1466331025802394
2020/21,Shetland Islands,85+ years,Option 4,5,9.345794392523365
2020/21,Shetland Islands,Unknown,Option 4,0,0
2017/18,South Ayrshire,All Ages,Any SDS,3120,27.689030883919063
2017/18,South Ayrshire,0-17 years,Any SDS,15,0.7469375560203168
2017/18,South Ayrshire,18-64 years,Any SDS,640,9.8738004875189
2017/18,South Ayrshire,65-74 years,Any SDS,420,27.4581589958159
2017/18,South Ayrshire,75-84 years,Any SDS,960,106.07734806629834
2017/18,South Ayrshire,85+ years,Any SDS,1085,315.9580663948748
2017/18,South Ayrshire,Unknown,Any SDS,0,0
2017/18,South Ayrshire,All Ages,Option 1,120,1.0649627263045793
2017/18,South Ayrshire,0-17 years,Option 1,10,0.4979583706802111
2017/18,South Ayrshire,18-64 years,Option 1,70,1.0799469283223795
2017/18,South Ayrshire,65-74 years,Option 1,10,0.653765690376569
2017/18,South Ayrshire,75-84 years,Option 1,15,1.6574585635359116
2017/18,South Ayrshire,85+ years,Option 1,15,4.368083867210251
2017/18,South Ayrshire,Unknown,Option 1,0,0
2017/18,South Ayrshire,All Ages,Option 2,110,0.9762158324458644
2017/18,South Ayrshire,0-17 years,Option 2,0,0
2017/18,South Ayrshire,18-64 years,Option 2,25,0.385695331543707
2017/18,South Ayrshire,65-74 years,Option 2,20,1.307531380753138
2017/18,South Ayrshire,75-84 years,Option 2,25,2.7624309392265194
2017/18,South Ayrshire,85+ years,Option 2,40,11.648223645894001
2017/18,South Ayrshire,Unknown,Option 2,0,0
2017/18,South Ayrshire,All Ages,Option 3,2915,25.869719559815405
2017/18,South Ayrshire,0-17 years,Option 3,0,0
2017/18,South Ayrshire,18-64 years,Option 3,555,8.562436360270295
2017/18,South Ayrshire,65-74 years,Option 3,395,25.823744769874477
2017/18,South Ayrshire,75-84 years,Option 3,925,102.20994475138122
2017/18,South Ayrshire,85+ years,Option 3,1040,302.853814793244
2017/18,South Ayrshire,Unknown,Option 3,0,0
2017/18,South Ayrshire,All Ages,Option 4,25,0.22186723464678737
2017/18,South Ayrshire,0-17 years,Option 4,0,0
2017/18,South Ayrshire,18-64 years,Option 4,10,0.1542781326174828
2017/18,South Ayrshire,65-74 years,Option 4,5,0.3268828451882845
2017/18,South Ayrshire,75-84 years,Option 4,5,0.5524861878453039
2017/18,South Ayrshire,85+ years,Option 4,5,1.4560279557367501
2017/18,South Ayrshire,Unknown,Option 4,0,0
2018/19,South Ayrshire,All Ages,Any SDS,4055,36.028431808085294
2018/19,South Ayrshire,0-17 years,Any SDS,15,0.7544892108042854
2018/19,South Ayrshire,18-64 years,Any SDS,670,10.390335437247026
2018/19,South Ayrshire,65-74 years,Any SDS,550,35.635609692885836
2018/19,South Ayrshire,75-84 years,Any SDS,1265,137.1571072319202
2018/19,South Ayrshire,85+ years,Any SDS,1555,440.6347407197506
2018/19,South Ayrshire,Unknown,Any SDS,0,0
2018/19,South Ayrshire,All Ages,Option 1,115,1.0217681030653043
2018/19,South Ayrshire,0-17 years,Option 1,15,0.7544892108042854
2018/19,South Ayrshire,18-64 years,Option 1,65,1.0080176170463535
2018/19,South Ayrshire,65-74 years,Option 1,10,0.647920176234288
2018/19,South Ayrshire,75-84 years,Option 1,15,1.6263688604575517
2018/19,South Ayrshire,85+ years,Option 1,10,2.833663927458203
2018/19,South Ayrshire,Unknown,Option 1,0,0
2018/19,South Ayrshire,All Ages,Option 2,130,1.1550422034651266
2018/19,South Ayrshire,0-17 years,Option 2,0,0
2018/19,South Ayrshire,18-64 years,Option 2,45,0.6978583502628599
2018/19,South Ayrshire,65-74 years,Option 2,20,1.295840352468576
2018/19,South Ayrshire,75-84 years,Option 2,30,3.2527377209151034
2018/19,South Ayrshire,85+ years,Option 2,30,8.50099178237461
2018/19,South Ayrshire,Unknown,Option 2,0,0
2018/19,South Ayrshire,All Ages,Option 3,3830,34.02932030208796
2018/19,South Ayrshire,0-17 years,Option 3,0,0
2018/19,South Ayrshire,18-64 years,Option 3,570,8.8395391033295585
2018/19,South Ayrshire,65-74 years,Option 3,520,33.691849164182976
2018/19,South Ayrshire,75-84 years,Option 3,1225,132.8201236040334
2018/19,South Ayrshire,85+ years,Option 3,1510,427.8832530461887
2018/19,South Ayrshire,Unknown,Option 3,0,0
2018/19,South Ayrshire,All Ages,Option 4,15,0.13327410039982232
2018/19,South Ayrshire,0-17 years,Option 4,0,0
2018/19,South Ayrshire,18-64 years,Option 4,10,0.15507963339174666
2018/19,South Ayrshire,65-74 years,Option 4,0,0
2018/19,South Ayrshire,75-84 years,Option 4,5,0.5421229534858506
2018/19,South Ayrshire,85+ years,Option 4,0,0
2018/19,South Ayrshire,Unknown,Option 4,0,0
2017/18,South Lanarkshire,All Ages,Any SDS,2580,8.108872615268567
2017/18,South Lanarkshire,0-17 years,Any SDS,40,0.6439772032070065
2017/18,South Lanarkshire,18-64 years,Any SDS,915,4.673135852911134
2017/18,South Lanarkshire,65-74 years,Any SDS,310,9.16969858313367
2017/18,South Lanarkshire,75-84 years,Any SDS,615,31.491627835526657
2017/18,South Lanarkshire,85+ years,Any SDS,700,101.15606936416185
2017/18,South Lanarkshire,Unknown,Any SDS,0,0
2017/18,South Lanarkshire,All Ages,Option 1,450,1.4143382468491688
2017/18,South Lanarkshire,0-17 years,Option 1,30,0.4829829024052549
2017/18,South Lanarkshire,18-64 years,Option 1,305,1.557711950970378
2017/18,South Lanarkshire,65-74 years,Option 1,45,1.331085278196823
2017/18,South Lanarkshire,75-84 years,Option 1,35,1.7922064621844436
2017/18,South Lanarkshire,85+ years,Option 1,35,5.057803468208093
2017/18,South Lanarkshire,Unknown,Option 1,0,0
2017/18,South Lanarkshire,All Ages,Option 2,55,0.1728635635037873
2017/18,South Lanarkshire,0-17 years,Option 2,0,0
2017/18,South Lanarkshire,18-64 years,Option 2,40,0.20429009193054137
2017/18,South Lanarkshire,65-74 years,Option 2,5,0.14789836424409147
2017/18,South Lanarkshire,75-84 years,Option 2,5,0.2560294945977777
2017/18,South Lanarkshire,85+ years,Option 2,5,0.722543352601156
2017/18,South Lanarkshire,Unknown,Option 2,0,0
2017/18,South Lanarkshire,All Ages,Option 3,2205,6.930257409560927
2017/18,South Lanarkshire,0-17 years,Option 3,10,0.16099430080175162
2017/18,South Lanarkshire,18-64 years,Option 3,660,3.370786516853933
2017/18,South Lanarkshire,65-74 years,Option 3,270,7.986511669180938
2017/18,South Lanarkshire,75-84 years,Option 3,590,30.211480362537767
2017/18,South Lanarkshire,85+ years,Option 3,670,96.82080924855491
2017/18,South Lanarkshire,Unknown,Option 3,0,0
2017/18,South Lanarkshire,All Ages,Option 4,125,0.3928717352358802
2017/18,South Lanarkshire,0-17 years,Option 4,5,0.08049715040087581
2017/18,South Lanarkshire,18-64 years,Option 4,80,0.40858018386108275
2017/18,South Lanarkshire,65-74 years,Option 4,5,0.14789836424409147
2017/18,South Lanarkshire,75-84 years,Option 4,15,0.7680884837933329
2017/18,South Lanarkshire,85+ years,Option 4,15,2.167630057803468
2017/18,South Lanarkshire,Unknown,Option 4,0,0
2018/19,South Lanarkshire,All Ages,Any SDS,1940,6.0811234405366434
2018/19,South Lanarkshire,0-17 years,Any SDS,50,0.8072197736555754
2018/19,South Lanarkshire,18-64 years,Any SDS,780,3.984023046041005
2018/19,South Lanarkshire,65-74 years,Any SDS,210,6.103586583735395
2018/19,South Lanarkshire,75-84 years,Any SDS,420,21.237864077669904
2018/19,South Lanarkshire,85+ years,Any SDS,470,66.05762473647223
2018/19,South Lanarkshire,Unknown,Any SDS,5,NA
2018/19,South Lanarkshire,All Ages,Option 1,630,1.9747978183186008
2018/19,South Lanarkshire,0-17 years,Option 1,45,0.726497796290018
2018/19,South Lanarkshire,18-64 years,Option 1,425,2.1707817879069577
2018/19,South Lanarkshire,65-74 years,Option 1,65,1.8892053711561936
2018/19,South Lanarkshire,75-84 years,Option 1,45,2.2754854368932036
2018/19,South Lanarkshire,85+ years,Option 1,45,6.324666198172874
2018/19,South Lanarkshire,Unknown,Option 1,5,NA
2018/19,South Lanarkshire,All Ages,Option 2,85,0.26644097548743023
2018/19,South Lanarkshire,0-17 years,Option 2,0,0
2018/19,South Lanarkshire,18-64 years,Option 2,45,0.2298474834254426
2018/19,South Lanarkshire,65-74 years,Option 2,15,0.4359704702668139
2018/19,South Lanarkshire,75-84 years,Option 2,15,0.7584951456310679
2018/19,South Lanarkshire,85+ years,Option 2,10,1.4054813773717498
2018/19,South Lanarkshire,Unknown,Option 2,0,0
2018/19,South Lanarkshire,All Ages,Option 3,1330,4.169017616450379
2018/19,South Lanarkshire,0-17 years,Option 3,10,0.16144395473111509
2018/19,South Lanarkshire,18-64 years,Option 3,375,1.9153956952120215
2018/19,South Lanarkshire,65-74 years,Option 3,150,4.3597047026681395
2018/19,South Lanarkshire,75-84 years,Option 3,375,18.9623786407767
2018/19,South Lanarkshire,85+ years,Option 3,430,60.43569922698524
2018/19,South Lanarkshire,Unknown,Option 3,0,0
2018/19,South Lanarkshire,All Ages,Option 4,105,0.3291329697197668
2018/19,South Lanarkshire,0-17 years,Option 4,0,0
2018/19,South Lanarkshire,18-64 years,Option 4,60,0.30646331123392345
2018/19,South Lanarkshire,65-74 years,Option 4,15,0.4359704702668139
2018/19,South Lanarkshire,75-84 years,Option 4,15,0.7584951456310679
2018/19,South Lanarkshire,85+ years,Option 4,10,1.4054813773717498
2018/19,South Lanarkshire,Unknown,Option 4,0,0
2019/20,South Lanarkshire,All Ages,Any SDS,1335,4.164976757245812
2019/20,South Lanarkshire,0-17 years,Any SDS,5,0.08049196690170321
2019/20,South Lanarkshire,18-64 years,Any SDS,710,3.62789081581556
2019/20,South Lanarkshire,65-74 years,Any SDS,160,4.558534431180376
2019/20,South Lanarkshire,75-84 years,Any SDS,225,11.078286558345642
2019/20,South Lanarkshire,85+ years,Any SDS,235,32.20501575990133
2019/20,South Lanarkshire,Unknown,Any SDS,0,0
2019/20,South Lanarkshire,All Ages,Option 1,300,0.9359498330889464
2019/20,South Lanarkshire,0-17 years,Option 1,0,0
2019/20,South Lanarkshire,18-64 years,Option 1,200,1.0219410748776225
2019/20,South Lanarkshire,65-74 years,Option 1,30,0.8547252058463204
2019/20,South Lanarkshire,75-84 years,Option 1,35,1.7232890201870998
2019/20,South Lanarkshire,85+ years,Option 1,40,5.4817048101959704
2019/20,South Lanarkshire,Unknown,Option 1,0,0
2019/20,South Lanarkshire,All Ages,Option 2,65,0.20278913050260508
2019/20,South Lanarkshire,0-17 years,Option 2,0,0
2019/20,South Lanarkshire,18-64 years,Option 2,35,0.17883968810358397
2019/20,South Lanarkshire,65-74 years,Option 2,5,0.14245420097438674
2019/20,South Lanarkshire,75-84 years,Option 2,15,0.7385524372230429
2019/20,South Lanarkshire,85+ years,Option 2,10,1.3704262025489926
2019/20,South Lanarkshire,Unknown,Option 2,0,0
2019/20,South Lanarkshire,All Ages,Option 3,1165,3.634605185162075
2019/20,South Lanarkshire,0-17 years,Option 3,5,0.08049196690170321
2019/20,South Lanarkshire,18-64 years,Option 3,580,2.9636291171451052
2019/20,South Lanarkshire,65-74 years,Option 3,145,4.131171828257215
2019/20,South Lanarkshire,75-84 years,Option 3,210,10.3397341211226
2019/20,South Lanarkshire,85+ years,Option 3,220,30.149376456077842
2019/20,South Lanarkshire,Unknown,Option 3,0,0
2019/20,South Lanarkshire,All Ages,Option 4,190,0.5927682276229994
2019/20,South Lanarkshire,0-17 years,Option 4,0,0
2019/20,South Lanarkshire,18-64 years,Option 4,100,0.5109705374388113
2019/20,South Lanarkshire,65-74 years,Option 4,20,0.569816803897547
2019/20,South Lanarkshire,75-84 years,Option 4,30,1.4771048744460857
2019/20,South Lanarkshire,85+ years,Option 4,35,4.796491708921474
2019/20,South Lanarkshire,Unknown,Option 4,0,0
2020/21,South Lanarkshire,All Ages,Any SDS,1885,5.875568854809551
2020/21,South Lanarkshire,0-17 years,Any SDS,5,0.08049974240082432
2020/21,South Lanarkshire,18-64 years,Any SDS,790,4.046550699694715
2020/21,South Lanarkshire,65-74 years,Any SDS,245,6.837654544947113
2020/21,South Lanarkshire,75-84 years,Any SDS,430,21.11673132642538
2020/21,South Lanarkshire,85+ years,Any SDS,415,56.95855064507274
2020/21,South Lanarkshire,Unknown,Any SDS,0,0
2020/21,South Lanarkshire,All Ages,Option 1,40,0.12468050620285519
2020/21,South Lanarkshire,0-17 years,Option 1,0,0
2020/21,South Lanarkshire,18-64 years,Option 1,25,0.12805540188907327
2020/21,South Lanarkshire,65-74 years,Option 1,5,0.13954397030504312
2020/21,South Lanarkshire,75-84 years,Option 1,0,0
2020/21,South Lanarkshire,85+ years,Option 1,5,0.6862475981334065
2020/21,South Lanarkshire,Unknown,Option 1,0,0
2020/21,South Lanarkshire,All Ages,Option 2,45,0.1402655694782121
2020/21,South Lanarkshire,0-17 years,Option 2,0,0
2020/21,South Lanarkshire,18-64 years,Option 2,25,0.12805540188907327
2020/21,South Lanarkshire,65-74 years,Option 2,5,0.13954397030504312
2020/21,South Lanarkshire,75-84 years,Option 2,5,0.2455433875165742
2020/21,South Lanarkshire,85+ years,Option 2,10,1.372495196266813
2020/21,South Lanarkshire,Unknown,Option 2,0,0
2020/21,South Lanarkshire,All Ages,Option 3,1825,5.688548095505268
2020/21,South Lanarkshire,0-17 years,Option 3,5,0.08049974240082432
2020/21,South Lanarkshire,18-64 years,Option 3,755,3.8672731370500135
2020/21,South Lanarkshire,65-74 years,Option 3,240,6.69811057464207
2020/21,South Lanarkshire,75-84 years,Option 3,425,20.871187938908804
2020/21,South Lanarkshire,85+ years,Option 3,400,54.899807850672524
2020/21,South Lanarkshire,Unknown,Option 3,0,0
2020/21,South Lanarkshire,All Ages,Option 4,30,0.09351037965214139
2020/21,South Lanarkshire,0-17 years,Option 4,0,0
2020/21,South Lanarkshire,18-64 years,Option 4,20,0.10244432151125862
2020/21,South Lanarkshire,65-74 years,Option 4,0,0
2020/21,South Lanarkshire,75-84 years,Option 4,5,0.2455433875165742
2020/21,South Lanarkshire,85+ years,Option 4,5,0.6862475981334065
2020/21,South Lanarkshire,Unknown,Option 4,0,0
2017/18,Stirling,All Ages,Any SDS,1920,20.425531914893615
2017/18,Stirling,0-17 years,Any SDS,0,0
2017/18,Stirling,18-64 years,Any SDS,375,6.391682290778933
2017/18,Stirling,65-74 years,Any SDS,230,23.546273546273547
2017/18,Stirling,75-84 years,Any SDS,590,100.39135613408202
2017/18,Stirling,85+ years,Any SDS,720,344.16826003824093
2017/18,Stirling,Unknown,Any SDS,0,0
2017/18,Stirling,All Ages,Option 1,80,0.851063829787234
2017/18,Stirling,0-17 years,Option 1,0,0
2017/18,Stirling,18-64 years,Option 1,40,0.6817794443497528
2017/18,Stirling,65-74 years,Option 1,15,1.5356265356265355
2017/18,Stirling,75-84 years,Option 1,10,1.7015484090522377
2017/18,Stirling,85+ years,Option 1,10,4.780114722753346
2017/18,Stirling,Unknown,Option 1,0,0
2017/18,Stirling,All Ages,Option 2,90,0.9574468085106382
2017/18,Stirling,0-17 years,Option 2,0,0
2017/18,Stirling,18-64 years,Option 2,30,0.5113345832623146
2017/18,Stirling,65-74 years,Option 2,5,0.5118755118755118
2017/18,Stirling,75-84 years,Option 2,25,4.253871022630594
2017/18,Stirling,85+ years,Option 2,35,16.730401529636712
2017/18,Stirling,Unknown,Option 2,0,0
2017/18,Stirling,All Ages,Option 3,1825,19.414893617021278
2017/18,Stirling,0-17 years,Option 3,0,0
2017/18,Stirling,18-64 years,Option 3,335,5.7099028464291806
2017/18,Stirling,65-74 years,Option 3,215,22.010647010647013
2017/18,Stirling,75-84 years,Option 3,575,97.83903352050366
2017/18,Stirling,85+ years,Option 3,700,334.6080305927342
2017/18,Stirling,Unknown,Option 3,0,0
2017/18,Stirling,All Ages,Option 4,70,0.7446808510638299
2017/18,Stirling,0-17 years,Option 4,0,0
2017/18,Stirling,18-64 years,Option 4,30,0.5113345832623146
2017/18,Stirling,65-74 years,Option 4,5,0.5118755118755118
2017/18,Stirling,75-84 years,Option 4,20,3.4030968181044754
2017/18,Stirling,85+ years,Option 4,20,9.560229445506693
2017/18,Stirling,Unknown,Option 4,0,0
2018/19,Stirling,All Ages,Any SDS,1885,19.98303826990353
2018/19,Stirling,0-17 years,Any SDS,0,0
2018/19,Stirling,18-64 years,Any SDS,395,6.720315769773891
2018/19,Stirling,65-74 years,Any SDS,210,21.300334719545592
2018/19,Stirling,75-84 years,Any SDS,560,92.85358978610513
2018/19,Stirling,85+ years,Any SDS,720,340.9090909090909
2018/19,Stirling,Unknown,Any SDS,0,0
2018/19,Stirling,All Ages,Option 1,70,0.7420756917205555
2018/19,Stirling,0-17 years,Option 1,0,0
2018/19,Stirling,18-64 years,Option 1,45,0.7656055940248737
2018/19,Stirling,65-74 years,Option 1,10,1.0143016533116949
2018/19,Stirling,75-84 years,Option 1,10,1.65809981760902
2018/19,Stirling,85+ years,Option 1,5,2.3674242424242427
2018/19,Stirling,Unknown,Option 1,0,0
2018/19,Stirling,All Ages,Option 2,90,0.9540973179264285
2018/19,Stirling,0-17 years,Option 2,0,0
2018/19,Stirling,18-64 years,Option 2,35,0.5954710175749018
2018/19,Stirling,65-74 years,Option 2,5,0.5071508266558474
2018/19,Stirling,75-84 years,Option 2,20,3.31619963521804
2018/19,Stirling,85+ years,Option 2,35,16.571969696969695
2018/19,Stirling,Unknown,Option 2,0,0
2018/19,Stirling,All Ages,Option 3,1795,19.028940951977102
2018/19,Stirling,0-17 years,Option 3,0,0
2018/19,Stirling,18-64 years,Option 3,350,5.9547101757490175
2018/19,Stirling,65-74 years,Option 3,195,19.77888223957805
2018/19,Stirling,75-84 years,Option 3,545,90.3664400596916
2018/19,Stirling,85+ years,Option 3,700,331.43939393939394
2018/19,Stirling,Unknown,Option 3,0,0
2018/19,Stirling,All Ages,Option 4,70,0.7420756917205555
2018/19,Stirling,0-17 years,Option 4,0,0
2018/19,Stirling,18-64 years,Option 4,30,0.5104037293499157
2018/19,Stirling,65-74 years,Option 4,0,0
2018/19,Stirling,75-84 years,Option 4,15,2.4871497264135303
2018/19,Stirling,85+ years,Option 4,20,9.46969696969697
2018/19,Stirling,Unknown,Option 4,0,0
